Title,Heading,Content,Tokens
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4010 Virology will examine topics about viruses infecting all forms of life including humans and other animals, plants and bacteria. The scope within the course ranges from the molecular biology of virus replication to virus evolution and ecology. Current issues concerning viruses and society are incorporated into the course including the practical applications of viruses, vaccines, and emerging viruses. LH: Three hours of laboratory/seminar/discussion per week PR: Science 1807 and Science 1808; BIOL 3050",103
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,4050 Advanced Topics in Microbiology examines the beneficial and harmful properties of microbes including topics on industrial microbiology and the discovery of new antimicrobial agents. The scope within the course ranges from the genetic manipulation of microbes for useful purposes to the isolation of bacteria for applications in various fields. Current issues concerning microbiology and society will also be discussed including the practical applications of microbes and bacterial diseases affecting society. LH: 3 PR: Science 1807 and Science 1808; BIOL 3050,102
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4052 Fundamentals of Plant Pathology provides an introduction to the basic concepts used in the study of plant diseases. Topics will include the different causes and types of plant diseases, mechanisms of plant disease development, pathogen interactions with their hosts and host resistance to pathogens, plant disease epidemiology, and disease management practices. The history and social impacts of plant diseases, as well as current issues in plant health such as food security, will also be covered. OR: 3 hour seminar/discussion weekly PR: Science 1807 and Science 1808; BIOL 3050",120
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4122 Advanced Studies in Marine Animal Diversity (same as Ocean Sciences 4122) provides an in-depth examination of cellular physiological, behavioural and ecological adaptations in marine animals. Lectures will be combined with discussions of relevant papers from the primary literature on topics of current interest, which may relate to morphology, ecology, evolution, natural history, species interactions and practical applications. Students will also gain hands-on experience by designing and conducting research projects involving live or preserved animals. CR: Ocean Sciences 4122 LC: either three hours of lecture and three hours of laboratory per week or a two-week intensive course that embodies equivalent instructional time LH: either three hours of lecture and three hours of laboratory per week or a two-week intensive course that embodies equivalent instructional time PR: Science 1807 and Science 1808; BIOL 2122 and BIOL 2600",175
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4200 Immunology (same as Biochemistry 4105 and Pharmacy 3006) is an introduction to the cells and organs of the innate and adaptive immune systems. The molecular and cellular basis of allergy, autoimmunity, vaccination and cancer immunology will also be discussed. CR: Biochemistry 4105, Pharmacy 3006, and the former Pharmacy 4105 PR: Biochemistry 2201 or the former 2101",92
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4241 Advanced Genetics has advanced topics in modern genetic analysis, including regulation of gene expression, developmental genetics, molecular basis of inherited disease, genomics, immunogenetics, behavioural genetics, and molecular evolution. LH: 3 PR: Science 1807 and Science 1808; BIOL 2250 and Biochemistry 2201 or the former 2101",74
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4245 Biophysics is an examination of the physical properties involved in defining diffusion, membrane properties, electrochemical potentials and the processes of bioenergetics within cells and organelles. Selected topics in biomechanics and the functioning of whole organisms with respect to size, shape, support, orientation, transport and motility. LH: 3 PR: Science 1807 and Science 1808; BIOL 2060 and Biochemistry 2201 or the former 2101",100
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4250 Evolutionary Genetics has advanced topics in the study of micro and macro-evolutionary phenomena. Genetic variation in natural populations; theory of genetic drift, mutation, migration, inbreeding, and natural selection; neutral theory of molecular evolution, patterns of nucleotide substitution, heritability and quantitative genetics. LH: 3 PR: Science 1807 and Science 1808; BIOL 2250 and 2900",87
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4251 Genomics will have lecture, seminar, and laboratory components. Topics covered will include Technical Foundations of Genomics, Global Gene Expression Profiling, Bioinformatics, Comparative Genomics, Microbial Genomics, Genomics and Medicine, Genomics and Agriculture, Environmental Genomics, and Ethical Issues of Genomics. Each topic will involve a lecture component, in which theory and methods will be taught using the textbook and journal articles. Some lecture and lab times will be devoted to seminars on methods and papers related to lecture or laboratory components of the course. In the lab component, students will have the opportunity to use state-of-the-art genomic techniques to address a research question. LH: 3 OR: seminar PR: Science 1807 and Science 1808; BIOL 2060, 2250",171
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4270 History of Biology is a consideration of the development of biological concepts as interactions between observations, philosophical systems and cultural environment. This course will normally require students to make verbal presentations to the class, participate in discussions and submit written papers. OR: 3 hour seminar per week PR: a minimum of 90 credit hours including a minimum of 9 credit hours from any of BIOL 2010, 2122, 2210, 2600 and including a minimum of 6 credit hours in Biology at the 3000 level or above, plus the permission of the Instructor",112
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4306 Applied Biology is an examination of how biological and other sciences are applied to the problems of management and utilization of organisms at both the individual and systems level to meet human needs. CR: the former BIOL 4303 or the former BIOL 4304 PR: BIOL 2060, 2250, 2600, 2900 and one of BIOL 2010, 2122 or 2210",83
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4307 Global Change Biology examines the evolution of biosphere, global role of photosynthesis in oxygen and carbon dioxide balance, glacial-interglacial oscillations, carbon sources and sinks in modern biosphere, greenhouse gases emissions, population dynamics, origin and global impact of agriculture, global changes in Holocene and Anthropocene. LH: 3 PR: BIOL 2600, BIOL 2900 or permission of the instructor",89
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4360 Community and Ecosystem Ecology is a study of the basic principles, patterns and processes of ecological communities and ecosystems. OR: a seminar/discussion group each week PR: Science 1807 and Science 1808; BIOL 2600 and 2900 and one of BIOL 2010, 2122 or 2210",68
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4404 Microbial Physiology is a study of the structure and growth of microorganisms. Themes covered in this course include the structure, function and regulation of the microbial cellular machinery, the hierarchical regulation of cellular activities, and communication between cells. Quantitative experimental methodology relating to microbial physiology is studied in the laboratory. LH: 3 PR: Science 1807 and Science 1808; BIOL 2250 and BIOL 3050",91
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4405 Landscape Ecology is an introduction to the theory and principles of landscape pattern and processes, including issues related to scale, networks, landform and vegetation patterns, species distributions, and natural and human-caused aspects of landscape change. PR: BIOL 2600 and 18 credit hours in Biology",65
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4505 Systematics and Biogeography is a study of the geographical distributions of plants and animals with particular reference to temporal and spatial variability and to theories advanced to explain historical and recent distribution patterns. CR: the former Geography 4170 LH: 3 PR: BIOL 2250, 2600, 2900 and one of BIOL 2010, 2122 or 2210",79
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4550 Principles of Endocrinology comprises an introduction to basic concepts concerned with how chemical messages are transmitted and received between cells to coordinate body functions. Hormonal control of adaptation, reproduction, metabolism, growth, digestion, and electrolyte homeostasis will be discussed. Although the endocrinology of invertebrates and lower vertebrates will be mentioned as appropriate, the main emphasis will be on mammalian and human endocrinology at the level of the whole organism. LH: 3 PR: Science 1807 and Science 1808; BIOL 3401; Biochemistry 3106 or 3206",123
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4601 Functional Biology of Fish (same as Ocean Sciences 4601) is an introduction to anatomical, physiological and cellular aspects of selected processes in the life cycle of fishes. CR: Ocean Sciences 4601 PR: BIOL 2060, BIOL 2210; BIOL 3401 or BIOL 3640 is recommended",69
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4605 Quantitative Methods in Biology (same as Statistics 4581 and the former Statistics 4605) is quantitative reasoning using verbal, graphical and statistical models of scaled quantities (units and dimensions). Exploratory and confirmatory analysis of field and laboratory data. Hypothesis testing, including randomization tests. Topics include the general linear model (t-tests, ancova etc), correlation, multivariate methods, mixed models, Poisson and logistic regression. CR: Statistics 4581 and the former Statistics 4605 LH: 3 PR: Statistics 2550 or any of the courses listed in the credit restrictions of Statistics 2550",132
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4606 Bioinformatics: Biological Data Analysis (same as Computer Science 4550) provides students with the basis to analyse a variety of biological data within an integrated programming environment for data manipulation, calculation and graphical display. Students will learn to extract meaningful information from data generated by high-throughput experimentation. The course will introduce one such integrated programming environment and will explore the computational and statistical foundations of the most commonly used biological data analysis procedures. CR: Computer Science 4550 LH: 3 PR: BIOL 3951 or Computer Science 3550, and Statistics 2550 (or equivalent), or permission of the course instructor",129
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4607 Models in Biology is a study of the design and analysis of statistical and mathematical models for exploring the biology of cells, genes, species, populations, communities and ecosystems. Qualitative, quantitative and graphical techniques are used to analyze models and to compare theoretical predictions with empirical data. Classic models of systems biology, population growth, species competition, predator-prey interactions, ecosystem nutrient cycling, immunology, evolutionary invasion analysis, and species distribution will be covered. LH: 3 PR: BIOL 2060, 2600 and 2900; Statistics 2550 or any of the courses listed in the credit restrictions of Statistics 2550. It is recommended that students successfully complete BIOL 3295.",143
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4620 Ornithology examines structure, classification, evolution, ecology and behaviour of birds, with particular reference to those of economic importance. Identification of representative Orders, Families and species of birds. LC: either three hours of lecture and three hours of laboratory per week or a two week field course that embodies equivalent instructional time LH: either three hours of lecture and three hours of laboratory per week or a two week field course that embodies equivalent instructional time PR: Science 1807 and Science 1808; BIOL 2210 and 2600",110
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4630 Mammalogy examines evolution, systematics, life histories and distribution of mammals, with particular emphasis on eastern North American forms. LH: 3 PR: Science 1807 and Science 1808; BIOL 2210 and 2600",51
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4650 Conservation Biology I: Conservation in Biology and Geography (same as Geography 4650) is an examination of how biological and geographical principles can be applied to conserving biological diversity in the natural world under conditions of exploitation and habitat loss. Special emphasis will be given to relevant provincial examples. CR: Environmental Science 4133, Geography 4650 OR: 3 hours of seminar/discussion group each week PR: 30 credit hours in either Biology or Geography",99
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4651 Conservation Biology II: Conservation in Practice examines issues relevant to global conservation science. Topics will be covered through a series of modules, including conservation genetics, costs and consequences of small populations, effects of anthropogenic activity on biodiversity, spatial dynamics, and the interface between science and society. PR: BIOL 4650",69
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4701 Animal Behaviour II (same as Psychology 4701) is an examination of the behaviour of animals with particular emphasis on evolution and ecology. Topics include behavioural genetics and evolution, reproductive strategies, social behaviour, habitat selection, territoriality, foraging behaviour, and other topics in biology and psychology. CR: Psychology 4701 LH: 3 PR: BIOL 3750 or Psychology 3750",84
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4710 Experimental Marine Ecology (same as Ocean Sciences 4500) is a two-week intensive course that examines the ecology of cold oceans, focussing on energy flux through Newfoundland waters, and how the dynamics of this environment influence linkages among organisms in different habitats. The course is field and lab intensive, with lectures and a strong hands-on component. Students will collect field samples, identify local organisms from the plankton or the benthos, plan and conduct an experiment, and learn to interpret and present the gathered results. This course is offered during two weeks of the Spring or Fall semesters. CR: Ocean Sciences 4500 PR: Science 1807 and Science 1808; BIOL 2600 or at least three of Ocean Sciences 2000 (or BIOL 3710), 2001, 2100, 2200, 2300",171
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,4750 Fisheries Ecology is the application of ecological principles to the problem of managing exploited fish populations. Laboratory exercises will be based on a simulation approach to fisheries problems using computer and animal models. LH: 3 PR: BIOL 2600,51
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,4770 Research Experience in Animal Behaviour (same as Psychology 4770) allows students to gain research experience in selected areas of animal behaviour. This course may be offered in a usual 12-week semester or as a two-week field course. CR: Psychology 4770 LC: either three hours of lecture per week or a two-week field course that embodies equivalent instructional time PR: BIOL 3750 or Psychology 3750,91
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4800 Advanced Palaeontology (same as Earth Sciences 4800) is a field, lecture, laboratory and seminar course dealing with selected topics in general and applied paleontology. Topics include measuring evolution and extinction, population paleontology, functional morphology, paleoecology, statistical methods for paleontological studies, and applications in petroleum, mining, and environmental studies. This course is taught and administered by the Department of Earth Sciences. CR: Earth Sciences 4800 LH: 3 PR: Earth Sciences/BIOL 3811, and one of Statistics 2550 or any of the courses listed in the credit restrictions of Statistics 2550 or Mathematics 2000",137
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4810 Research Field Course in Marine Biology will consist of an intensive two-week field school designed to acquaint students with marine field research, experimental design, methodology and data analysis. Emphasis will be placed on individual projects. Projects must be designed and approved prior to the commencement of the course and will involve a written report. At the discretion of the Head of Department, another recognized field course may be substituted for BIOL 4810. PR: Science 1807 and Science 1808; BIOL 3710 and any two of BIOL 2010, 2122 or 2210, and permission of the Head of the Department. It is strongly recommended that students take BIOL 3709 before 4810.",144
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4820 Field Course in Terrestrial Biology will begin with a three-week field school immediately prior to the beginning of the Fall Semester. It is designed to acquaint students with terrestrial organisms and environments, and emphasis will be placed on survey and sampling techniques. In the Fall Semester the material and data collected in the field will be used in lecture and laboratory periods dealing with identification, analytical methods, and report compilation. PR: Science 1807 and Science 1808; BIOL 2010, 2122, 2210, 2600 and permission of the Head of the Department. It is recommended that students successfully complete BIOL 4605.",131
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"4910-4920 Special Topics in Biology will be given for senior undergraduates and will be in a two-week format which will involve equivalent instruction time as a course on campus. These courses will cover a range of topics in specialized fields in Biology and may be offered at the Bonne Bay Field Station, at the Harlow campus or elsewhere as appropriate. They may be taught by visiting specialists when available.",88
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,499A and 499B Honours Dissertation is available only to students in the Honours Program. Requirements for the Dissertation are outlined under Honours Degrees. PR: admission to the Honours Program,47
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"199W Work Term I follows the successful completion of Semester 4. Students are expected to learn, develop and practice the high standards of behaviour and performance normally expected in the work environment. Students will observe, apply, analyse and/or evaluate concepts from biology courses in the work place and further their understanding of the principles of biology and how they are applied in a professional setting. CH: 0 LC: 0 PR: Admission to the Biology Major and successful completion of semester 4",100
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"299W Work Term II follows the successful completion of Semester 6. Students are expected to further develop and expand their knowledge and work-related skills and should be able to accept increased responsibility and challenge. In addition, students are expected to demonstrate an ability to deal with increasingly complex work-related concepts and problems. Students will continue to observe, apply, analyse and/or evaluate concepts from biology courses in the workplace and continue to further their understanding of the principles of biology and how they are applied in a professional setting. Students are required to complete one or more assignments, as outlined in the syllabus. CH: 0 LC: 0 PR: BIOL 199W",138
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Biology courses,"399W Work Term III follows the successful completion of semester 7 or Work Term II. Students will have sufficient academic grounding and work experience to contribute in a positive manner to the problem-solving and management processes needed and practiced in the work environment. Students should become better acquainted with their discipline of study, should observe and appreciate the attitudes, responsibilities, and ethics normally expected of professionals and should exercise greater independence and responsibility in their assigned work functions. CH: 0 LC: 0 PR: BIOL 299W",106
Information about Faculty of Science at Memorial University of Newfoundland,Glossary of Terms,"AR = Attendance requirement; CH = Credit hours are 3 unless otherwise noted; CO = Co-requisite(s); CR = Credit can be retained for only one course from the set(s) consisting of the course being described and the course(s) listed; LC = Lecture hours per week are 3 unless otherwise noted; LH = Laboratory hours per week; OR = Other requirements of the course such as tutorials, practical sessions, or seminars; PR = Prerequisite(s); UL = Usage limitation(s).",105
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"1010 Introductory Chemistry I examines descriptive chemistry; measurements; atoms; molecules; the mole; mole calculations and reaction stoichiometry; the balancing of redox reactions; gases; thermochemistry; introduction to chemical kinetics and equilibrium; acids and bases. This course is intended to be a preparatory course to build the necessary foundations for Chemistry 1050 and 1051. This course meets the pre-requisites for CHEM 1050. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: CHEM 1810; must not have successfully completed or be currently registered in CHEM 1050 or CHEM 1200 LC: 4 LH: 3 hours biweekly alternating with tutorials OR: 1.5 hour tutorial alternating with labs PR: Science 1807 and Science 1808. It is recommended that students have successfully completed high school Academic Mathematics 3201, or a pass in any university level mathematics course UL: only 6 science credit hours will be awarded for a major or honours in Chemistry from the following course groups: CHEM 1010/1050/1051, or CHEM 1810/1200/1001 (Grenfell Campus), or CHEM 1010/the former 1011/the former 1031",266
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"1050 General Chemistry I builds on basic chemistry concepts from high school. Topics include gases; thermochemistry; atomic structure; periodic properties; chemical bonding including valence bond theory; hybridization and introduction to molecular orbital theory; properties of liquids and solids. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: CHEM 1200 LC: 4 LH: 3 PR: Science 1807 and Science 1808; CHEM 1010 with a grade of at least 60% or high school CHEM 3202 with a grade of at least 65%. It is also recommended that students have successfully completed high school Mathematics 3200 or 3201. UL: only 6 science credit hours will be awarded for a major or honours in Chemistry from the following course groups: CHEM 1010/1050/1051, or CHEM 1810/1200/1001 (Grenfell Campus), or CHEM 1010/the former 1011/the former 1031",217
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"1051 General Chemistry II builds on CHEM 1050 topics and on basic chemistry concepts from high school. Topics include solutions, kinetics, chemical equilibrium, equilibria involving acids and bases including polyprotic acids, buffers, acid-base indicators, titration curves, solubility and complex ion equilibrium, thermodynamics, and electrochemistry. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: CHEM 1001 and the former CHEM 1011 LC: 4 LH: 3 PR: Science 1807 and Science 1808; CHEM 1050 (or CHEM 1200 with a minimum grade of 65%) UL: only 6 science credit hours will be awarded for a major or honours in Chemistry from the following course groups: CHEM 1010/1050/1051, or CHEM 1810/1200/1001 (Grenfell Campus), or CHEM 1010/the former 1011/the former CHEM 1031",217
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2100 Analytical Chemistry I is an introduction to analytical chemistry and includes preparation of samples and standards, calibration methods, statistical treatment of data, spectrophotometric trace analysis, gravimetric analysis and volumetric analysis including acid-base titrations, precipitation titrations, oxidation-reduction titrations, complexometric titrations and titrations in non-aqueous systems. Also introduced are liquid-liquid and other types of extraction, and chromatography with key methods of detection. Theoretical, practical and problem-solving aspects are covered. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: the former CHEM 3100 LH: 3 PR: Science 1807 and Science 1808; minimum 60% in CHEM 1051 or a minimum 60% in either CHEM 1001 or the former CHEM 1031",193
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2210 Introductory Inorganic Chemistry focuses on fundamental concepts in the chemistry of s, p, and d block elements and their compounds. Emphasis will be placed on periodic trends in physical and chemical properties, molecular symmetry, molecular orbital diagrams, simple crystal structures, Lewis acid/base theory, and introductory coordination chemistry. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. LH: 3 PR: Science 1807 and Science 1808; minimum 60% in CHEM 1051 or a minimum 60% in either CHEM 1001 or the former CHEM 1031",138
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2301 Thermodynamics and Kinetics builds upon knowledge of physical chemistry from first year. It covers the three laws of thermodynamics for ideal and real systems as well as chemical kinetics. Topics in thermodynamics include the thermodynamics of ideal and real gases, phases, and solutions, the Maxwell relations, equilibria between phases, and in electrolyte solutions. The integrated rate laws for simple and complex mechanisms, and the temperature dependence of reaction rates in terms of kinetic molecular theory are some of the topics discussed in the kinetics section of the course. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: the former CHEM 2300 LH: 3 PR: Science 1807 and Science 1808; minimum 60% in CHEM 1051, or a minimum 60% in either CHEM 1001 or the former CHEM 1031; Mathematics 1001. Physics 1051 or Physics 1021 is recommended.",210
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2302 Quantum Chemistry and Spectroscopy examines the quantum mechanics of simple systems such as the particle in a box, the harmonic oscillator, linear rotor, and hydrogen-like atoms. Topics also include orbital quantum numbers, spin, many electron atoms, an introduction to quantum mechanical methods, the electronic structures of molecules, bonding, and symmetry. Furthermore, electronic, rotational, and vibrational spectroscopy will be discussed as well as modern applications of spectroscopy and lasers. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CO: Mathematics 2000 is recommended CR: the former CHEM 3301 LH: 3 PR: Science 1807 and Science 1808; a minimum 60% in CHEM 1051, or a minimum 60% in either CHEM 1001 or the former CHEM 1031; Mathematics 1001 and Physics 1051 or Physics 1021",199
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2400 Introductory Organic Chemistry I is a course on bonding involving carbon; conformations and stereochemistry; introduction to functional groups and nomenclature; properties, syntheses and reactions of hydrocarbons, alkyl halides, alcohols and ethers. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: CHEM 2440 LH: 3 OR: 2 hours of tutorial weekly PR: Science 1807 and Science 1808; a minimum 60% in CHEM 1051, or CHEM 1010 and the former CHEM 1011 with a grade of at least 80% in each; or the former CHEM 1011 with a grade of at least 85%; or a minimum 60% in either CHEM 1001 or the former CHEM 1031",181
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2401 Introductory Organic Chemistry II is an introduction to the interpretation of mass, infrared, 1H and 13C NMR spectra; properties, syntheses and reactions of simple aromatic and heteroaromatic compounds, ketones, aldehydes, amines, carboxylic acids and their derivatives; aldol and related reactions. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: CHEM 2440 LH: 3 OR: 2 hours of tutorial weekly PR: Science 1807 and Science 1808; CHEM 2400",136
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"2610 Introductory Chemical Oceanography (same as Ocean Sciences 2100) provides an introduction to the fundamental chemical properties of seawater and the processes governing the concentrations of elements and compounds in the oceans. It is an introduction to the sources, distribution, and transformations of chemical constituents of the ocean, and their relation to biological, chemical, geological, and physical processes. Topics include: controls on average concentration of chemicals in the ocean; vertical and horizontal distributions of ocean constituents; air-sea interactions; production, export, and remineralization of organic matter; the ocean carbon cycle; human-induced changes; stable isotopes; and trace elements. CR: Ocean Sciences 2100 PR: the former CHEM 1011 or 1051 or 1001 which may be taken concurrently",159
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"3110 Analytical Chemistry II (same as the former CHEM 4110) builds upon the student’s knowledge from CHEM 2100 (Analytical Chemistry I) and applies it to a more advanced level of instrumental quantitative analysis. The course examines error treatment, atomic emission an absorption spectroscopy, gas and liquid chromatography, capillary electrophoresis and supercritical fluid chromatography and extraction techniques, electroanalytical chemistry, molecular and atomic mass spectrometry, x-ray spectroscopy, ion and electron spectroscopy, surface analysis techniques and thermogravimetric analysis. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: the former CHEM 4100, the former CHEM 4101, or the former CHEM 4110 LH: 3 PR: Science 1807 and Science 1808; CHEM 2100 or the former CHEM 3100",203
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"3210 Main Group and Materials Chemistry is a detailed examination of the chemistry of the s and p block elements and modern applications of inorganic chemistry in materials and nanotechnology. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. LH: 3 PR: Science 1807 and Science 1808; CHEM 2210, CHEM 2301 or CHEM 2302; CHEM 2401; or permission of the instructor",108
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"3211 Inorganic Chemistry is a detailed examination of the structure, bonding, and chemistry of the d block elements. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. LH: 3 PR: Science 1807 and Science 1808; CHEM 2210; CHEM 2301 or 2302; CHEM 2401; or permission of the instructor",95
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"3303 Statistical Thermodynamics and Rate Theories examines physical chemistry from the microscopic viewpoint. Topics include probability distributions, quantum statistical mechanics, statistical thermodynamics, ensembles, kinetics and introduction to statistical rate theories as well as an introduction to computational chemistry (lab). AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. CR: the former CHEM 3300 LH: 3 PR: Science 1807 and Science 1808; CHEM 2301 (or Process Engineering 4002 or the former Engineering 4602), CHEM 2302, Mathematics 2000 (or Engineering 3424)",141
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"3411 Synthetic Organic Chemistry I is an introduction to organic synthesis. It covers the principles of organic synthesis and a range of reactions that are used in its pursuit. These reactions fall under the general headings of functional group interconversion (oxidation, reduction, protection, deprotection, substitution, elimination) and skeleton-building (reactions of carbon nucleophiles with electrophiles, transition metal-catalyzed reactions, pericyclic reactions and reactions involving reactive intermediates). AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. LH: 3 PR: Science 1807 and Science 1808, CHEM 2401",153
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,3600 Marine Chemistry - inactive course.,14
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4151 Analytical Separations and Organic Mass Spectrometry examines advances in the traditional chromatographic techniques, the development of new analytical tools in separation science, the interfacing of mass spectrometers to chromatographic instruments, and other mass spectrometric techniques. AR: attendance is required in the laboratory component of this course. Failure to attend may result in a failing grade or deregistration from the course. LH: 3 PR: Science 1807 and Science 1808; CHEM 3110 (or the former CHEM 4100 or the former CHEM 4101 or the former CHEM 4110)",130
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4152 Electroanalytical Techniques examines the principles and theory of dynamic electrochemistry, voltammetry, stripping analysis, electro-chemical sensors and detectors. PR: CHEM 3110 (or the former CHEM 4100 or the former CHEM 4101 or the former CHEM 4110)",66
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4156 Analytical Method Development and Sampling comprises the development and critical evaluation of analytical methods and sampling protocols for analyses in complex matrices, including those relevant to environmental, medical, food, and forensic sciences. PR: CHEM 3110",54
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,4190-4199 Special Topics in Analytical Chemistry are advanced courses for senior undergraduate students that cover one or several subjects of current interest related to analytical chemistry. PR: to be determined at the time of offer,48
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4201 Coordination Chemistry in Biological Molecules - Structural, Mechanistic and Magnetic Studies examines the role of certain transition elements e.g. iron, copper, cobalt, and zinc, in proteins and enzymes will be discussed in terms of structural features, the natural ligands, magnetic properties, mechanisms, etc., and reinforced with examples of 'model compounds'. Magnetic theory, in particular for polynuclear transition metal complexes, will also be developed. PR: CHEM 3211",103
Information about Faculty of Science at Memorial University of Newfoundland,Course Descriptions of Chemistry courses,"4203 Organometallic Chemistry is principles and applications of organometallic chemistry with emphasis on compounds of the transition metals, lanthanides and actinides. A study of synthetic methods, structure, bonding, reactions and applications of these concepts to organic synthesis and to catalysis. PR: CHEM 3211",68
